,sentence,sentiment
534,just going to see what the weather does before i make plans what you up to today then,1
535,i ve resorted to watching quot i m a celebrity quot it s a sad day but damn if it isn t kind of funny,1
536,back from fab holiday now just have to sort through tons of e mail crap,0
537,cant sleep im to fuckin hot ugh got the booo on my mind,0
538,everybody come see our concert at pm at friendship baptist church tomorrow,1
539,hahaha brilliant we both did a mum one at the same time are we sick,1
540,yum sounds good grocery store sushi for me tonight,0
541,i m still laying in bed lol i thought it was monday i was anxiously waiting then i realized it s sunday,0
542,morning guys nice weather here at mumbai and i m not going out today plans to take a complete chill and enjoy the weather,1
543,thanks tess much appreciated,1
544,boo only valid for us people pretty sure i was the first,0
545,its to sad,0
546,i wonder what the next season of the hills is going to be like with out lauren,0
547,very disappointed,0
548,i wish i could ride an elephant in a river,0
549,sea or mountaines would be nicer,1
550,well it s nice to be found i guess,1
551,virtual rock paper scissors with hoe,1
552,can u tell me which brand of your shoe again pls _,1
553,ah we have vettel s lap now,1
554,had an enjoyable dinner with my f amp n teacher and high sch classmates,1
555,hey i never got to tell u this before but im really glad your home,1
556,too heavy and the elastic would not work i would have to cut when my leg swelled,0
557,oh hai la you re just as overcast as boston fix that please,1
558,another glorious day,1
559,i m home alone but i gotta study lets git it,1
560,yeah i suppose we are night people your point,1
561,been months and i m making so much progress in life down time is not so bad,1
562,war vorhin im kino und habe again geguckt watched again,1
563,getting ready to buy blink tickets dfghjkl afg,1
564,it was good the usual for a gallery event ppl look at the paintings then eachother so they know how to react how was urs,1
565,womp womp womp public transportation it is then dammmit i hate missing dawn related things,0
566,but i understand completely if he wants to make an appearance before then,1
567,oh dear come to me i cook something for you,1
568,the regular clients knew i was out of town so i only lost one gig while i was out of town,1
569,had a great time at dave amp buster s tonight and her derby owner s club horse battle ace won races out of,1
570,pitchfork musicfest doesn t look likely this year,0
571,we have the entire set,1
572,thank you edgar imy,0
573,welcome to all my new followers hope you are all good and i dont bore you all to tears lol,1
574,yeah i miss seasons amp not that i don t like rossi i just miss gideon,0
575,feels like he can t depend on anyone except for mum,0
576,demoing with gary burr so excited to get some quot girls quot music on tape missing tayla,0
577,wisebride looks fun wish i were in fl today,1
578,woops i only just realized my dms to you are not going through,0
579,scary dc metro collision i might not make it to the concert tomorrow now,0
580,ok then idk houston is the luckiest city right now,0
581,lol your so right thank u,1
582,thanks so much for following the muse has much gratitude and wishes you a magnificent amp productive start to your day,1
583,okay chris haha whats the most embrassing thing you ve done in public im curious,1
584,devouring a beast at subway,1
585,hahahaha wildest fans good luck there in chile,1
586,i go sleepy now good night,1
587,when the power goes out it really sucks to live on the nd floor,0
588,it sucks ass,0
589,laughing at bradie because he s adorable lt,1
590,def not just you,1
591,going to mayfair hopefully i come back with a new purse wallet and iphone charger ugh love spending money i don t have,0
592,i hate traffic i m late,0
593,sounds like bookends is best for me still you re the first person i know who uses pages exclusively beats word,1
594,ugh its a public holiday and i conveniently forgot wondering where i can get food everything s supposedly closed,0
595,goodnight twitterers lt reeds disco on fridaaay shopping saturdaaay big brother starts again thursdaay,1
596,well actually with moon in virgo opposing uranus in pisces maybe a demure roar,1
597,thirty minutes to go i am so tired,0
598,oh my i just realized father s day is this month i wont even see my daddy for father s day how sad,0
599,as another fyi my blackberry has decided to make it difficult for the quot r quot key to work my spelling is bad enough as it is this makes it,0
600,so my went to thanks for being so awesome d,1
601,ahhhh im so tired i thinkk i ll grab a snack and then bedtime,1
602,taking my baby to the airport,0
603,cool who was the actor tell me more school,1
604,time for a boat on the river,1
605,offfff to gek poh,0
606,enjoying my rasberry amp blackcurrent frap after samba class god i love summer,1
607,look you will not continue to disrespect my school lol unfortunately i won t be in action this yr,0
608,i wish i could be there but i live in brazil can you and the cab came here please i need you guys,0
609,doing some interesting things,1
610,it s hot today,0
611,is excited about his next projects is directing an ad film for a silk saree shop and also making his debut as a dop,1
612,there is a documentation broadcast with a man who has got tourettes hmm its strange im really sorry for this people realy poor people,0
613,went shopping for the nd day today got some more holiday clothes bored noww,0
614,ouch how that happened,0
615,hopes he doesn t regret leaving his umbrella at work,0
616,not anymore,1
617,flying rats do you live in the projects in ontario our houses don t come equipped with bird holes,1
618,urgle up to my armpits in sales data for a client not the way i d choose to spend my birthday now for some couch time,0
619,is counting down the days more,1
620,i watched a video yesterday a year old girl in iran was killed i will never forget that image hope her death wont be in vein sad,0
621,i think me gettin a physical change,1
622,keep following me guys amp i will defo follow you back,1
623,i just called calumetphoto in antwerp they have sunbounces in stock before noon one of these will be mine,1
624,weather s actually niiice right now,1
625,chocolate only for chicks yeah right,1
626,is anyone still coming to zizzi s am only one here,0
627,eww i can t find the movieee,0
628,having a fun and great time with friends in sentosa island singapore yesterday,1
629,dude i sent that to you ages ago now i have friends flying in from ca to go see legend with us next time i ll just txt you,1
630,ruffles hair,1
631,we ll watch it on the th that s saturday,1
632,heya darlin tis midnight_moves from lj,1
